repository,metric,classifier,precision,recall,f1,mcc,auc-pr
PyratLabs/ansible-role-k3s,pdg,naive_bayes,0.40384615384615385,0.2753846153846155,0.31035409035409034,0.24451134965720348,0.33881869596537706
PyratLabs/ansible-role-k3s,pdg,logistic,0.39615384615384613,0.22153846153846143,0.25840048840048846,0.2252041771837389,0.42495212613841055
PyratLabs/ansible-role-k3s,pdg,svc,0.46923076923076923,0.24666666666666653,0.2922100122100121,0.26585734771522357,0.41941719153214707
PyratLabs/ansible-role-k3s,pdg,decision_tree,0.6076923076923076,0.2753846153846155,0.34039072039072016,0.3329462037186914,0.5076676665655385
PyratLabs/ansible-role-k3s,pdg,random_forest,0.5961538461538461,0.2753846153846155,0.3354456654456652,0.32393169768771324,0.5096302568208116
PyratLabs/ansible-role-k3s,iac,naive_bayes,0.5560250332874768,0.9153846153846157,0.6373779137993183,0.6189420421431207,0.7666376510427515
PyratLabs/ansible-role-k3s,iac,logistic,0.600741779587934,0.9612820512820514,0.693059458601254,0.6872413853747189,0.8233067645861762
PyratLabs/ansible-role-k3s,iac,svc,0.6006648052801904,0.966923076923077,0.7010767573830206,0.6941498662500997,0.8156934102222563
PyratLabs/ansible-role-k3s,iac,decision_tree,0.767008547008547,0.973846153846154,0.8240604694450846,0.8233163400126062,0.8823270705474562
PyratLabs/ansible-role-k3s,iac,random_forest,0.7827350427350427,0.9784615384615385,0.8393767770690844,0.8384174410438208,0.93910376375761
PyratLabs/ansible-role-k3s,process,naive_bayes,0.24289854127184848,0.42153846153846153,0.21358076716980087,0.07181792015185925,0.42353748001186464
PyratLabs/ansible-role-k3s,process,logistic,0.33143126973592135,0.3082051282051282,0.2239588295500159,0.15538341891097862,0.44019687090941906
PyratLabs/ansible-role-k3s,process,svc,0.33922694164073475,0.3384615384615384,0.2392586900279208,0.1595920187747657,0.44701665686785025
PyratLabs/ansible-role-k3s,process,decision_tree,0.3161672002779591,0.4217948717948717,0.21873459086572575,0.120534875515861,0.5034171712456541
PyratLabs/ansible-role-k3s,process,random_forest,0.2983796188220516,0.5294871794871796,0.24684680187047864,0.10636391396151397,0.5129758666535902
PyratLabs/ansible-role-k3s,delta,naive_bayes,0.19022042967038075,0.30769230769230776,0.15126308220970713,0.016745011070920343,0.45252385453691063
PyratLabs/ansible-role-k3s,delta,logistic,0.32200466200466193,0.1428205128205128,0.1615651015651016,0.1479341525640987,0.5197735066002201
PyratLabs/ansible-role-k3s,delta,svc,0.24442557442557442,0.14923076923076928,0.14335244946104678,0.08765042274487328,0.4961791756969703
PyratLabs/ansible-role-k3s,delta,decision_tree,0.30890109890109885,0.14025641025641025,0.1544532390686237,0.12870406145409802,0.5129788256967343
PyratLabs/ansible-role-k3s,delta,random_forest,0.3313320013320013,0.2064102564102564,0.19391211352749818,0.15224329349763716,0.529542369857549
anthcourtney/ansible-role-cis-amazon-linux,pdg,naive_bayes,0.01641007117873837,0.65625,0.03173250639209313,0.041064211758370044,0.056584923014952125
anthcourtney/ansible-role-cis-amazon-linux,pdg,logistic,0.020483735594113935,0.8125,0.039527503106064246,0.0833566729279583,0.09181865750854618
anthcourtney/ansible-role-cis-amazon-linux,pdg,svc,0.017358064679898172,0.90625,0.033894105778031494,0.0652409904299448,0.08525391003302189
anthcourtney/ansible-role-cis-amazon-linux,pdg,decision_tree,0.04645800361526168,0.8125,0.08631921915168073,0.16052178924191413,0.3700705705765232
