repository,metric,classifier,precision,recall,f1,mcc,auc-pr
PyratLabs/ansible-role-k3s,pdg,naive_bayes,0.41923076923076924,0.2779487179487181,0.3147496947496948,0.24995063258940767,0.33881869596537706
PyratLabs/ansible-role-k3s,pdg,logistic,0.3012820512820513,0.20025641025641017,0.2297680097680098,0.17272607644653654,0.3790851621296639
PyratLabs/ansible-role-k3s,pdg,svc,0.38846153846153847,0.2117948717948717,0.2530280830280831,0.21453472246157068,0.4138071619153815
PyratLabs/ansible-role-k3s,pdg,decision_tree,0.6,0.2753846153846155,0.3370940170940168,0.32705400122860745,0.5047830511809231
PyratLabs/ansible-role-k3s,pdg,random_forest,0.5961538461538461,0.2753846153846155,0.3354456654456652,0.32393169768771324,0.5086687183592732
PyratLabs/ansible-role-k3s,iac,naive_bayes,0.5699533799533801,0.9223076923076925,0.6575875481984078,0.6405433326410859,0.7675672755183627
PyratLabs/ansible-role-k3s,iac,logistic,0.620655455655456,0.9707692307692309,0.7150717658409963,0.7083417520954152,0.814602249058131
PyratLabs/ansible-role-k3s,iac,svc,0.4448719229488459,0.905897435897436,0.5653491924973228,0.5200249004834998,0.6750000861522701
PyratLabs/ansible-role-k3s,iac,decision_tree,0.765079365079365,0.9764102564102566,0.8241898272667502,0.8230824429055793,0.8828288550877023
PyratLabs/ansible-role-k3s,iac,random_forest,0.7901831501831502,0.9758974358974359,0.8419010903626286,0.8415881247351306,0.9212548391151334
PyratLabs/ansible-role-k3s,process,naive_bayes,0.24088572724665053,0.41435897435897434,0.20728660533274412,0.07090041330706812,0.40543454742563245
PyratLabs/ansible-role-k3s,process,logistic,0.33555635186069976,0.24948717948717952,0.21865274326812792,0.1594840874093294,0.4495415052869886
PyratLabs/ansible-role-k3s,process,svc,0.2869228248622697,0.2217948717948718,0.18300553142182102,0.11185398544824597,0.4122300391245336
PyratLabs/ansible-role-k3s,process,decision_tree,0.2975787968115068,0.44256410256410256,0.22458682373923522,0.12217949307649538,0.5214224161874855
PyratLabs/ansible-role-k3s,process,random_forest,0.2877747442510979,0.5320512820512822,0.24302282182372678,0.10485822709157494,0.49677380871111393
PyratLabs/ansible-role-k3s,delta,naive_bayes,0.19565372927372085,0.33205128205128215,0.1609194995038234,0.008385189476836627,0.46004216955522576
PyratLabs/ansible-role-k3s,delta,logistic,0.23437818591664747,0.12974358974358974,0.13012031827821302,0.10185061901643044,0.49209586046856196
PyratLabs/ansible-role-k3s,delta,svc,0.24235098235098237,0.18205128205128204,0.16259401985646332,0.09267895655304828,0.4880643666563646
PyratLabs/ansible-role-k3s,delta,decision_tree,0.3014652014652014,0.1441025641025641,0.15578191039729503,0.12757615167335581,0.5081337854443946
PyratLabs/ansible-role-k3s,delta,random_forest,0.3489543789543789,0.1941025641025641,0.19601834063372525,0.16847986142311244,0.5147154159513668
anthcourtney/ansible-role-cis-amazon-linux,pdg,naive_bayes,0.01758857925347286,0.71875,0.0340436096832812,0.05667733791553921,0.05674872760479719
anthcourtney/ansible-role-cis-amazon-linux,pdg,logistic,0.023676219422220677,0.71875,0.0455245955527065,0.08747346557435298,0.0970107479611152
