mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pre,param_clf__var_smoothing,param_bal,params,split0_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_pr_auc,mean_test_pr_auc,std_test_pr_auc,rank_test_pr_auc,split0_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_mcc,mean_test_mcc,std_test_mcc,rank_test_mcc,method,param_clf__tol,param_clf__solver,param_clf__penalty,param_clf__fit_intercept,param_clf__class_weight,param_clf__C,param_clf__shrinking,param_clf__kernel,param_clf__gamma,param_clf__degree,param_clf__splitter,param_clf__max_features,param_clf__criterion,param_clf__n_estimators,param_clf__max_depth,param_clf__bootstrap
0.004511594772338867,0.0,0.007086038589477539,0.0,MinMaxScaler(),1.6681005372000558e-10,"RandomOverSampler(random_state=42, sampling_strategy='minority')","{'pre': MinMaxScaler(), 'clf__var_smoothing': 1.6681005372000558e-10, 'bal': RandomOverSampler(random_state=42, sampling_strategy='minority')}",1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,naive_bayes,,,,,,,,,,,,,,,,
0.004006624221801758,0.0,0.007279396057128906,0.0,MinMaxScaler(),,"RandomOverSampler(random_state=42, sampling_strategy='minority')","{'pre': MinMaxScaler(), 'clf__tol': 0.0001291549665014884, 'clf__solver': 'sag', 'clf__penalty': 'l2', 'clf__fit_intercept': True, 'clf__class_weight': None, 'clf__C': 0.6666666666666666, 'bal': RandomOverSampler(random_state=42, sampling_strategy='minority')}",1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,logistic,0.0001291549665014884,sag,l2,True,,0.6666666666666666,,,,,,,,,,
0.00600123405456543,0.0,0.008646249771118164,0.0,StandardScaler(),,"RandomUnderSampler(random_state=42, sampling_strategy='majority')","{'pre': StandardScaler(), 'clf__tol': 0.012915496650148827, 'clf__shrinking': True, 'clf__kernel': 'rbf', 'clf__gamma': 'auto', 'clf__degree': 4, 'clf__class_weight': 'balanced', 'clf__C': 31, 'bal': RandomUnderSampler(random_state=42, sampling_strategy='majority')}",1.0,1.0,0.0,1,1.0,1.0,0.0,1,0.5714285714285714,0.5714285714285714,0.0,9,0.75,0.75,0.0,9,0.25,0.25,0.0,9,1.0,1.0,0.0,1,0.4,0.4,0.0,9,0.3535533905932738,0.3535533905932738,0.0,9,svc,0.012915496650148827,,,,balanced,31,True,rbf,auto,4,,,,,,
0.0029985904693603516,0.0,0.0067005157470703125,0.0,MinMaxScaler(),,"RandomOverSampler(random_state=42, sampling_strategy='minority')","{'pre': MinMaxScaler(), 'clf__splitter': 'random', 'clf__max_features': None, 'clf__criterion': 'entropy', 'clf__class_weight': 'balanced', 'bal': RandomOverSampler(random_state=42, sampling_strategy='minority')}",1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,0.0,1,decision_tree,,,,,balanced,,,,,,random,,entropy,,,
0.06285834312438965,0.0,0.014000654220581055,0.0,StandardScaler(),,"RandomUnderSampler(random_state=42, sampling_strategy='majority')","{'pre': StandardScaler(), 'clf__n_estimators': 100, 'clf__max_features': 'log2', 'clf__max_depth': 70, 'clf__bootstrap': True, 'bal': RandomUnderSampler(random_state=42, sampling_strategy='majority')}",1.0,1.0,0.0,1,1.0,1.0,0.0,1,0.7142857142857143,0.7142857142857143,0.0,8,0.8333333333333333,0.8333333333333333,0.0,8,0.3333333333333333,0.3333333333333333,0.0,8,1.0,1.0,0.0,1,0.5,0.5,0.0,8,0.47140452079103173,0.47140452079103173,0.0,8,random_forest,,,,,,,,,,,,log2,,100,70,True
