repository,metric,classifier,precision,recall,f1,mcc,auc-pr
PyratLabs/ansible-role-k3s,pdg,naive_bayes,0.4807692307692308,0.2779487179487181,0.32189255189255184,0.27248633814949935,0.3522802344269156
PyratLabs/ansible-role-k3s,pdg,logistic,0.387948717948718,0.2092307692307691,0.24842934842934858,0.21148453390395683,0.4150553034426898
PyratLabs/ansible-role-k3s,pdg,svc,0.5038461538461538,0.22743589743589726,0.2851892551892552,0.2610303830195802,0.42961857911902257
PyratLabs/ansible-role-k3s,pdg,decision_tree,0.6076923076923076,0.2753846153846155,0.34039072039072016,0.3334614031032695,0.5108617556742617
PyratLabs/ansible-role-k3s,pdg,random_forest,0.5942307692307692,0.27846153846153865,0.3352531229454304,0.3232535879044736,0.5099185322310382
PyratLabs/ansible-role-k3s,iac,naive_bayes,0.5531579531579534,0.9161538461538463,0.6452744465187906,0.6240945056150157,0.7572287189653512
PyratLabs/ansible-role-k3s,iac,logistic,0.6755871905871909,0.9723076923076924,0.7670122386411972,0.7595597663952469,0.8903938532228004
PyratLabs/ansible-role-k3s,iac,svc,0.5086002886002884,0.9079487179487182,0.6281301529039087,0.5892758443561044,0.7237953540785464
PyratLabs/ansible-role-k3s,iac,decision_tree,0.9073260073260071,0.9758974358974358,0.9316860916860914,0.9230021740224899,0.9601404082416568
PyratLabs/ansible-role-k3s,iac,random_forest,0.9126373626373624,0.9815384615384616,0.9368764568764567,0.9302345071793171,0.9740281847781848
PyratLabs/ansible-role-k3s,process,naive_bayes,0.23493169399266922,0.5002564102564102,0.21364836883165927,0.04136479180141443,0.41511063259302206
PyratLabs/ansible-role-k3s,process,logistic,0.32518925518925523,0.24743589743589747,0.2212664258818105,0.16532216180350526,0.4339787747941336
PyratLabs/ansible-role-k3s,process,svc,0.3393148304686766,0.24128205128205132,0.21669552669552675,0.16871226510413218,0.46995870040178483
PyratLabs/ansible-role-k3s,process,decision_tree,0.3151920636866479,0.4207692307692307,0.2228686820178843,0.10814581984698252,0.5052034951273837
PyratLabs/ansible-role-k3s,process,random_forest,0.3146643549724591,0.4025641025641025,0.21540154321353613,0.11025231240100573,0.4983465309050555
PyratLabs/ansible-role-k3s,delta,naive_bayes,0.22368120385361762,0.29102564102564105,0.17990874622453573,0.07067616405444552,0.49504907431870704
PyratLabs/ansible-role-k3s,delta,logistic,0.2732933732933733,0.11974358974358976,0.1349145299145299,0.1187017361858818,0.5131638479648077
PyratLabs/ansible-role-k3s,delta,svc,0.2547519147519148,0.1461538461538462,0.14943162669407012,0.10711708324286735,0.5077182177388777
PyratLabs/ansible-role-k3s,delta,decision_tree,0.3096336996336996,0.10641025641025639,0.137022977022977,0.12947985002537787,0.5024890796203137
PyratLabs/ansible-role-k3s,delta,random_forest,0.36890442890442887,0.138974358974359,0.1720341096811685,0.15155523644346072,0.5054409134479311
anthcourtney/ansible-role-cis-amazon-linux,pdg,naive_bayes,0.016968106520345326,0.53125,0.032843683083710724,0.04711693614869121,0.032866788034814715
anthcourtney/ansible-role-cis-amazon-linux,pdg,logistic,0.03668796991799197,0.71875,0.06957898445312634,0.12936136305939858,0.04398799942877887
anthcourtney/ansible-role-cis-amazon-linux,pdg,svc,0.033810417283855816,0.78125,0.06345764483176974,0.11478032416852788,0.04029474158987401
anthcourtney/ansible-role-cis-amazon-linux,pdg,decision_tree,0.3546494913754976,0.78125,0.3834586466165414,0.4464191122312383,0.47048506404156565
anthcourtney/ansible-role-cis-amazon-linux,pdg,random_forest,0.22250132908027642,0.78125,0.3152062849431271,0.3785165021963785,0.42571987892711577
anthcourtney/ansible-role-cis-amazon-linux,iac,naive_bayes,0.09926778486561094,0.875,0.17241234712398723,0.25825667548952996,0.5441037408894298
anthcourtney/ansible-role-cis-amazon-linux,iac,logistic,0.1875330687830688,0.84375,0.2799488107677763,0.3567337555383598,0.4349549725685672
anthcourtney/ansible-role-cis-amazon-linux,iac,svc,0.02237105415076276,0.8125,0.043480667564882385,0.08946380053950097,0.11877731241478952
anthcourtney/ansible-role-cis-amazon-linux,iac,decision_tree,0.6666666666666666,0.8125,0.7047619047619048,0.7177249041117124,0.7720280764635604
anthcourtney/ansible-role-cis-amazon-linux,iac,random_forest,0.875,0.875,0.8333333333333334,0.8520837065414728,0.8300733913637139
anthcourtney/ansible-role-cis-amazon-linux,process,naive_bayes,0.00682609105436872,0.5,0.013432845971388578,-0.025005229893684193,0.16246430470661244
anthcourtney/ansible-role-cis-amazon-linux,process,logistic,0.019212229309233494,0.625,0.036197205552915036,0.02223229382802872,0.18390616592528808
anthcourtney/ansible-role-cis-amazon-linux,process,svc,0.003996472863807031,0.375,0.007908660540239486,-0.0007833640229612757,0.1391027446615355
anthcourtney/ansible-role-cis-amazon-linux,process,decision_tree,0.008110373668884306,0.5,0.015798901328958784,-0.004166311140373789,0.3504946978016513
anthcourtney/ansible-role-cis-amazon-linux,process,random_forest,0.003417150225660864,0.3125,0.006760163882760795,-0.015782523898002603,0.25715457764039634
anthcourtney/ansible-role-cis-amazon-linux,delta,naive_bayes,0.011108403524907776,0.59375,0.021447326870170383,-0.01535576614359339,0.23094341320822986
anthcourtney/ansible-role-cis-amazon-linux,delta,logistic,0.0035032538276898693,0.3125,0.006928662949508602,-0.015616990420941343,0.16200266913222172
anthcourtney/ansible-role-cis-amazon-linux,delta,svc,0.005008376698830704,0.4375,0.009903112824182611,-0.006484001755358399,0.16634946061546274
anthcourtney/ansible-role-cis-amazon-linux,delta,decision_tree,0.0035184818724861245,0.3125,0.00695845664066003,-0.009965385577631384,0.45894174433927487
anthcourtney/ansible-role-cis-amazon-linux,delta,random_forest,0.0035184818724861245,0.3125,0.00695845664066003,-0.009965385577631384,0.42770242322935226
ansible-ThoTeam/nexus3-oss,pdg,naive_bayes,0.24090136054421776,0.5456349206349205,0.3260542228587341,0.22544034882015437,0.30339569949799894
ansible-ThoTeam/nexus3-oss,pdg,logistic,0.3910714285714287,0.6210317460317459,0.4312890812890813,0.384207781025725,0.4858340161022664
