,naive_bayes,logistic,svc,decision_tree,random_forest
naive_bayes,,0.6260673022228658,0.6260673022228658,0.022219253128932068,0.022219253128932068
logistic,,,1.472304457525697e-06,1.472304457525697e-06,5.7413524836659375e-08
svc,,,,5.7413524836659375e-08,1.4860563107348053e-06
decision_tree,,,,,1.4860563107348053e-06
random_forest,,,,,
