gitRepository,repository,file,taskId,verticesCount,edgesCount,edgesToVerticesRatio,globalInput,globalOutput,directFanIn,indirectFanIn,directFanOut,indirectFanOut
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/main.yml,746,7,7,1.0,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/main.yml,752,11,12,1.09,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/main.yml,757,8,7,0.88,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/main.yml,761,8,7,0.88,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/main.yml,769,11,11,1.0,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/main.yml,780,16,16,1.0,6,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/main.yml,1180,10,9,0.9,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/main.yml,4300,29,32,1.1,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/main.yml,4310,25,28,1.12,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/main.yml,4312,8,8,1.0,1,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/main.yml,4349,42,50,1.19,10,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,790,11,13,1.18,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,799,6,5,0.83,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,803,10,11,1.1,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,813,8,9,1.12,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,818,12,14,1.17,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,823,15,17,1.13,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,828,9,10,1.11,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,836,13,15,1.15,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,846,13,15,1.15,2,0,0,2,0,10
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,874,13,13,1.0,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,882,18,19,1.06,6,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,887,21,22,1.05,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,893,9,10,1.11,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,904,11,13,1.18,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,912,15,16,1.07,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,938,33,34,1.03,12,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,949,13,13,1.0,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,954,12,13,1.08,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,962,18,19,1.06,6,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,970,21,22,1.05,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,974,8,8,1.0,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,980,5,4,0.8,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,983,9,8,0.89,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,989,13,13,1.0,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,995,14,14,1.0,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,997,14,13,0.93,6,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,1006,5,4,0.8,1,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,1009,8,9,1.12,1,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,1014,10,11,1.1,1,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,1042,4,3,0.75,1,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,1044,5,4,0.8,1,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/prelim.yml,1047,5,4,0.8,1,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/parse_etc_passwd.yml,924,30,32,1.07,12,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/parse_etc_passwd.yml,2324,27,32,1.19,7,0,0,4,0,34
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1185,12,12,1.0,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1194,22,28,1.27,5,0,0,0,0,35
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1205,30,36,1.2,6,0,0,0,0,46
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1214,12,11,0.92,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1218,15,17,1.13,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1227,20,22,1.1,4,0,0,0,0,59
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1236,12,14,1.17,3,0,0,0,0,68
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1243,12,11,0.92,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1247,9,10,1.11,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1255,13,14,1.08,6,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1267,12,13,1.08,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1276,12,13,1.08,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1285,23,25,1.09,8,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1297,33,36,1.09,10,0,0,1,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1307,10,11,1.1,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1318,10,11,1.1,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1327,14,16,1.14,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1335,13,14,1.08,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1343,11,12,1.09,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1349,11,12,1.09,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1361,18,19,1.06,6,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1372,30,33,1.1,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1380,23,29,1.26,4,0,0,0,0,78
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1387,9,9,1.0,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1393,11,12,1.09,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1400,17,18,1.06,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1403,12,11,0.92,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1408,15,14,0.93,6,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1422,60,65,1.08,16,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1458,63,71,1.13,20,1,0,0,0,90
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1497,26,30,1.15,6,0,0,0,0,2
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1508,9,10,1.11,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1518,18,19,1.06,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1522,17,16,0.94,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1526,11,12,1.09,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1539,34,36,1.06,9,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1549,7,8,1.14,2,0,0,0,0,2
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1553,19,18,0.95,6,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1561,7,8,1.14,2,0,0,0,0,2
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1566,9,10,1.11,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1579,10,11,1.1,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1594,14,15,1.07,3,0,0,0,0,2
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat1.yml,1602,13,15,1.15,4,0,0,0,0,2
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1614,25,26,1.04,8,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1635,24,27,1.12,9,0,0,0,0,7
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1647,14,15,1.07,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1655,14,15,1.07,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1663,14,15,1.07,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1671,14,15,1.07,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1679,14,15,1.07,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1687,9,10,1.11,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1699,14,15,1.07,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1707,14,15,1.07,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1715,22,23,1.05,6,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1724,13,15,1.15,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1731,14,15,1.07,6,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1740,17,18,1.06,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1750,17,18,1.06,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1760,17,18,1.06,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1770,17,18,1.06,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1780,17,18,1.06,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1790,17,18,1.06,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1800,17,18,1.06,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1810,17,18,1.06,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1823,14,17,1.21,4,0,0,0,0,7
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1835,18,22,1.22,7,0,0,0,0,7
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1848,14,14,1.0,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1856,12,13,1.08,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1863,17,18,1.06,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1873,20,21,1.05,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1880,7,8,1.14,2,0,0,0,0,7
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1884,16,16,1.0,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1894,19,19,1.0,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1901,16,17,1.06,6,0,0,0,0,7
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1911,16,17,1.06,6,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1917,13,14,1.08,8,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1930,17,18,1.06,4,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1938,14,17,1.21,6,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1949,9,9,1.0,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1954,17,18,1.06,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1964,12,13,1.08,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1974,13,14,1.08,8,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1987,14,15,1.07,7,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,1999,13,14,1.08,8,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2012,14,15,1.07,7,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2024,13,14,1.08,8,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2034,12,12,1.0,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2045,15,17,1.13,5,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2058,11,11,1.0,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2069,20,23,1.15,7,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2081,14,14,1.0,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2089,12,14,1.17,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2098,14,17,1.21,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2104,21,24,1.14,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2108,15,16,1.07,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2116,19,22,1.16,5,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2126,30,34,1.13,6,0,0,1,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2134,12,11,0.92,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2137,12,11,0.92,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2140,12,11,0.92,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2144,23,24,1.04,6,1,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2154,20,25,1.25,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2159,20,24,1.2,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2162,27,31,1.15,8,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2168,26,26,1.0,10,1,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2177,24,25,1.04,6,1,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2180,15,16,1.07,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2185,20,23,1.15,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2190,9,10,1.11,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2199,42,56,1.33,16,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2226,21,26,1.24,9,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2245,21,26,1.24,9,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2261,13,12,0.92,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2265,11,12,1.09,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2275,17,18,1.06,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2286,16,18,1.12,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2295,11,12,1.09,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2304,15,16,1.07,3,0,0,0,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2312,19,20,1.05,5,0,0,1,0,8
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2341,18,21,1.17,3,0,0,0,0,9
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2352,10,14,1.4,1,0,0,0,0,11
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2364,18,21,1.17,3,0,0,0,0,11
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2375,10,14,1.4,1,0,0,0,0,11
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2384,14,14,1.0,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2395,19,23,1.21,4,0,0,0,0,11
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2409,22,26,1.18,5,0,0,0,0,11
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2424,21,26,1.24,5,0,0,0,0,11
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2440,21,26,1.24,5,0,0,0,0,11
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2459,58,69,1.19,11,0,0,1,0,12
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2476,64,76,1.19,12,0,0,1,0,12
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2491,15,16,1.07,3,0,0,0,0,11
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2501,29,33,1.14,5,1,0,0,0,12
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2521,43,49,1.14,6,2,0,0,0,12
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2538,48,57,1.19,9,0,0,1,0,13
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2545,19,23,1.21,3,0,0,0,0,12
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2559,20,24,1.2,4,0,0,0,0,12
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2574,18,22,1.22,7,0,0,0,0,12
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2590,31,34,1.1,5,1,0,0,0,12
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2607,37,41,1.11,6,2,0,0,0,12
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2623,31,34,1.1,5,1,0,0,0,12
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2640,37,41,1.11,6,2,0,0,0,12
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2654,14,16,1.14,4,0,0,0,0,13
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2668,67,77,1.15,10,0,0,1,0,13
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2679,6,7,1.17,1,0,0,0,0,13
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2685,16,18,1.12,5,0,0,0,0,13
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2694,12,11,0.92,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2716,14,17,1.21,4,0,0,0,0,13
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2725,9,10,1.11,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2736,40,42,1.05,11,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2741,16,18,1.12,2,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2748,18,22,1.22,6,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2769,19,22,1.16,7,1,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2788,19,22,1.16,7,1,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2809,27,37,1.37,6,0,0,0,0,13
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2837,27,37,1.37,6,0,0,0,0,13
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2859,20,19,0.95,6,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2867,17,18,1.06,7,0,0,0,0,13
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2874,46,54,1.17,9,0,0,1,0,7
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2883,21,21,1.0,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2893,18,18,1.0,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2896,19,20,1.05,6,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2905,18,20,1.11,3,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2909,11,12,1.09,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2919,24,27,1.12,5,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2924,14,13,0.93,4,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2929,26,25,0.96,7,0,0,0,0,0
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2938,34,37,1.09,8,0,0,0,0,14
ansible-lockdown/RHEL7-STIG,RHEL7-STIG,tasks/fix-cat2.yml,2945,9,9,1.0,3,0,0,0,0,0
