,naive_bayes,logistic,svc,decision_tree,random_forest
naive_bayes,,0.04412105595831421,0.04412105595831421,0.008208248220903127,0.008208248220903127
logistic,,,1.8295809961606496e-07,1.8295809961606496e-07,5.344495039590521e-08
svc,,,,5.344495039590521e-08,0.004657300656924901
decision_tree,,,,,0.004657300656924901
random_forest,,,,,
